nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
41.0527494069 39.595 38.1372505931
40.7815047814 39.7241666667 38.6668285519
40.7780748628 39.725 38.6719251372
41.1811296406 39.5591666667 37.9372036927
41.5919508713 39.3108333333 37.0297157953
41.8828872375 38.9775 36.0721127625
41.9353027942 38.6658333333 35.3963638725
41.8705463511 38.3958333333 34.9211203156
41.5055350187 38.1616666667 34.8177983147
41.1215583643 37.9508333333 34.7801083023
40.7930086333 37.7508333333 34.7086580334
40.2591561725 37.3475 34.4358438275
39.4554343108 36.8233333333 34.1912323559
38.6873815559 36.48 34.2726184441
38.1841034117 36.2958333333 34.407563255
37.9108299683 36.1566666667 34.402503365
37.9180481601 36.16 34.4019518399
38.0035558151 36.2258333333 34.4481108516
38.3605996224 36.3758333333 34.3910670443
38.8605211141 36.5608333333 34.2611455526
39.2302740974 36.6725 34.1147259026
39.3747896917 36.7266666667 34.0785436417
39.3875476336 36.7341666667 34.0807856998
39.4253919572 36.8925 34.3596080428
39.1941472508 37.1733333333 35.1525194159
39.0461179223 37.3525 35.6588820777
39.0486301576 37.495 35.9413698424
39.0818642386 37.7408333333 36.3998024281
39.1417990454 37.8958333333 36.6498676213
39.2322558877 38.0816666667 36.9310774456
39.943332287 38.2841666667 36.6250010464
40.3890349624 38.425 36.4609650376
40.7838555109 38.56 36.3361444891
41.0030269936 38.7 36.3969730064
41.0010943635 38.8633333333 36.7255723031
40.9281739649 39.0175 37.1068260351
40.8815160191 39.1483333333 37.4151506476
40.8856141646 39.3775 37.8693858354
40.8575032552 39.5775 38.2974967448
40.863621939 39.67 38.476378061
40.7449815817 39.7458333333 38.746685085
40.7125689819 39.8316666667 38.9507643515
41.1570414966 39.9266666667 38.6962918367
41.4758209097 40.0225 38.5691790903
41.6373246103 40.0833333333 38.5293420564
41.9244419784 40.2191666667 38.5138913549
42.430920085 40.4816666667 38.5324132483
42.8702724564 40.775 38.6797275436
43.1008412522 41.04 38.9791587478
43.479332952 41.2575 39.035667048
43.7336356907 41.4608333333 39.188030976
43.8409432348 41.6925 39.5440567652
43.7977112118 41.9958333333 40.1939554549
44.0410961273 42.3391666667 40.6372372061
44.3843298349 42.5541666667 40.7240034985
44.5239236271 42.7525 40.9810763729
44.5749213483 43.0033333333 41.4317453183
44.6897956423 43.2541666667 41.8185376911
44.8682552813 43.4225 41.9767447187
44.8903261691 43.5158333333 42.1413404976
44.8200474605 43.5616666667 42.3032858729
44.8875804785 43.5241666667 42.1607528549
44.9125373388 43.5083333333 42.1041293279
44.9943284175 43.4658333333 41.9373382492
45.1024542383 43.3725 41.6425457617
45.5581342879 43.0183333333 40.4785323788
45.7366486681 42.65 39.5633513319
45.5928273875 42.395 39.1971726125
45.380406062 42.0325 38.684593938
45.0290590994 41.5558333333 38.0826075672
44.8164551527 40.9341666667 37.0518781806
44.268391639 40.4391666667 36.6099416943
43.8258372913 39.9658333333 36.1058293754
43.3756599665 39.5283333333 35.6810067002
42.6193668402 39.2125 35.8056331598
41.8204351634 38.8966666667 35.97289817
40.8500555855 38.5825 36.3149444145
40.5804252327 38.4016666667 36.2229081007
40.4218714752 38.15 35.8781285248
39.7712803538 37.7608333333 35.7503863128
39.628219473 37.3441666667 35.0601138603
39.725045461 36.9525 34.179954539
40.2133814062 36.6091666667 33.0049519271
40.000052083 36.3733333333 32.7466145837
39.8502792687 36.15 32.4497207313
39.6687773511 35.965 32.2612226489
38.9792807915 35.6325 32.2857192085
38.5491235471 35.5133333333 32.4775431195
38.0439518774 35.3783333333 32.7127147893
37.9330441933 35.3525 32.7719558067
37.9354427208 35.3533333333 32.7712239459
38.2626997543 35.4675 32.6723002457
38.2966767432 35.54 32.7833232568
38.2606312702 35.5783333333 32.8960353964
37.9103205879 35.7483333333 33.5863460788
37.9117717923 35.745 33.5782282077
37.888573555 35.8258333333 33.7630931116
37.909402357 35.9175 33.925597643
37.8892255507 36.0258333333 34.162441116
37.8084405606 35.995 34.1815594394
37.7339317885 35.9541666667 34.1744015448
37.369755363 35.7958333333 34.2219113036
37.2145440129 35.6758333333 34.1371226537
36.8128369054 35.5841666667 34.3554964279
36.8525489693 35.6116666667 34.3707843641
36.8484358926 35.765 34.6815641074
36.7657299885 35.8216666667 34.8776033449
36.6886604879 35.9041666667 35.1196728454
36.7239105644 35.8766666667 35.0294227689
37.1971023864 35.6708333333 34.1445642803
37.6273262918 35.3866666667 33.1460070416
37.6045454761 35.0708333333 32.5371211906
37.5615581589 34.7808333333 32.0001085078
37.6002278352 34.5033333333 31.4064388315
37.5368704518 34.2875 31.0381295482
37.1010660439 34.0466666667 30.9922672894
36.6941992794 33.8408333333 30.9874673873
36.0226139671 33.5608333333 31.0990526995
35.5257104236 33.3533333333 31.1809562431
34.6236333495 33.1108333333 31.5980333172
33.6875743065 32.9025 32.1174256935
33.5857904653 32.7758333333 31.9658762014
33.6096089591 32.8 31.9903910409
34.3324694746 32.9675 31.6025305254
34.9101280014 33.1658333333 31.4215386653
35.5923065913 33.465 31.3376934087
36.2168408004 33.7541666667 31.2914925329
36.7228316694 33.9766666667 31.2305016639
37.0989033214 34.1825 31.2660966786
37.5537014102 34.4791666667 31.4046319232
37.8157193045 34.7433333333 31.6709473622
38.0111236179 35.0158333333 32.0205430488
38.4510734738 35.4333333333 32.4155931928
38.3795776818 35.9066666667 33.4337556515
38.2019980314 36.3041666667 34.406335302
38.4023808408 36.5608333333 34.7192858259
38.4920660957 36.795 35.0979339043
38.6453054998 36.9766666667 35.3080278335
38.6625986985 37.09 35.5174013015
38.6518158199 37.0966666667 35.5415175134
38.584391452 37.14 35.695608548
38.5863414912 37.1375 35.6886585088
