Date,Rate,High (est),Low (est)
2001-01-25,1.97178,0.0,0.0
2001-01-24,1.96593,1.9887,1.9434
2001-01-23,1.95936,1.9825,1.9365
2001-01-22,1.95688,1.9789,1.9351
2001-01-19,1.95643,1.9801,1.9331
2001-01-18,1.95506,1.9773,1.9331
2001-01-17,1.95458,1.9786,1.9308
2001-01-16,1.95043,0.0,0.0
2001-01-15,1.94857,1.9724,1.925
2001-01-12,1.95174,0.0,0.0
2001-01-11,1.95049,1.9724,1.9289
2001-01-10,1.94319,0.0,0.0
2001-01-09,1.9455,1.9692,1.9221
2001-01-08,1.95115,1.9752,1.9274
2001-01-05,1.95007,1.9723,1.9281
2001-01-04,1.93767,1.9611,1.9145
2001-01-03,1.93492,0.0,0.0
2001-01-02,1.94534,1.9669,1.9241
2001-01-01,1.95358,0.0,0.0
2000-12-29,1.95358,0.0,0.0
2000-12-28,1.95358,0.0,0.0
2000-12-27,1.95936,1.9824,1.9366
2000-12-26,1.95965,1.9839,1.9357
2000-12-25,1.95718,0.0,0.0
2000-12-22,1.95718,1.9802,1.9344
2000-12-21,1.95633,0.0,0.0
2000-12-20,1.95806,1.9823,1.9341
2000-12-19,1.95469,1.9769,1.9327
2000-12-18,1.95894,1.9809,1.9372
2000-12-15,1.9649,0.0,0.0
2000-12-14,1.9604,1.9842,1.9368
2000-12-13,1.95862,1.9807,1.9368
2000-12-12,1.96669,1.9884,1.9452
2000-12-11,1.9674,0.0,0.0
2000-12-08,1.97016,1.9938,1.9468
2000-12-07,1.9742,0.0,0.0
2000-12-06,1.96835,1.9922,1.9448
2000-12-05,1.96544,1.9875,1.9436
2000-12-04,1.97621,1.9987,1.954
2000-12-01,1.97434,1.999,1.95
2000-11-30,1.9709,1.9929,1.9491
2000-11-29,1.96044,1.9825,1.9387
2000-11-28,1.96799,0.0,0.0
2000-11-27,1.96559,1.9896,1.9418
2000-11-24,1.9559,1.9782,1.9338
2000-11-23,1.94434,1.9679,1.9211
2000-11-22,1.92705,1.9506,1.9038
2000-11-21,1.91846,1.9413,1.8959
2000-11-20,1.93487,1.9586,1.9114
2000-11-17,1.96063,1.9823,1.9392
2000-11-16,1.94852,1.9725,1.9249
2000-11-15,1.94696,1.9694,1.9248
2000-11-14,1.95122,0.0,0.0
2000-11-13,1.9508,0.0,0.0
2000-11-10,1.95867,0.0,0.0
2000-11-09,1.96881,1.9913,1.9466
2000-11-08,1.96309,1.9861,1.9404
2000-11-07,1.94855,1.9729,1.9245
2000-11-06,1.94007,1.9636,1.9169
2000-11-03,1.93288,0.0,0.0
2000-11-02,1.91948,1.9409,1.8983
2000-11-01,1.91343,1.9361,1.8911
2000-10-31,1.90555,1.9275,1.8839
2000-10-30,1.91485,1.9369,1.8931
2000-10-27,1.92265,1.945,1.9006
2000-10-26,1.93375,1.9564,1.9114
2000-10-25,1.92162,1.9438,1.8997
2000-10-24,1.90317,0.0,0.0
2000-10-23,1.89113,1.9122,1.8703
2000-10-20,1.88288,1.9042,1.8618
2000-10-19,1.8759,1.8979,1.8542
2000-10-18,1.87291,1.8961,1.85
2000-10-17,1.869,1.8922,1.8461
2000-10-16,1.86686,0.0,0.0
2000-10-13,1.86587,1.8875,1.8445
2000-10-12,1.86086,1.8833,1.8387
2000-10-11,1.86051,0.0,0.0
2000-10-10,1.8569,0.0,0.0
2000-10-09,1.85408,0.0,0.0
2000-10-06,1.85359,1.8747,1.8327
2000-10-05,1.85149,0.0,0.0
2000-10-04,1.85149,1.873,1.8302
2000-10-03,1.8484,0.0,0.0
2000-10-02,1.8484,0.0,0.0
2000-09-29,1.84519,0.0,0.0
2000-09-28,1.84519,0.0,0.0
2000-09-27,1.84906,1.8703,1.8281
2000-09-26,1.84842,0.0,0.0
2000-09-25,1.84534,0.0,0.0
2000-09-22,1.84809,1.8708,1.8257
2000-09-21,1.8537,0.0,0.0
2000-09-20,1.8537,1.8748,1.8328
2000-09-19,1.85354,0.0,0.0
2000-09-18,1.8517,0.0,0.0
2000-09-15,1.84174,1.8646,1.8191
2000-09-14,1.83594,1.8574,1.8147
2000-09-13,1.83071,1.8511,1.8106
2000-09-12,1.82651,0.0,0.0
2000-09-11,1.82063,1.8427,1.7988
2000-09-08,1.81859,0.0,0.0
2000-09-07,1.81975,1.8421,1.7977
2000-09-06,1.82085,1.8427,1.7993
2000-09-05,1.82347,1.8447,1.8025
2000-09-04,1.82502,0.0,0.0
2000-09-01,1.82304,1.8431,1.8032
2000-08-31,1.82264,0.0,0.0
2000-08-30,1.82465,0.0,0.0
2000-08-29,1.82877,0.0,0.0
2000-08-28,1.82822,1.8486,1.8081
2000-08-25,1.82168,1.8433,1.8003
2000-08-24,1.82057,1.8406,1.8007
2000-08-23,1.8198,1.841,1.7989
2000-08-22,1.81819,0.0,0.0
2000-08-21,1.81963,0.0,0.0
2000-08-18,1.81407,0.0,0.0
2000-08-17,1.81062,1.8316,1.7899
2000-08-16,1.80814,1.8301,1.7865
2000-08-15,1.80339,0.0,0.0
2000-08-14,1.8028,1.8251,1.7808
2000-08-11,1.79872,0.0,0.0
2000-08-10,1.79632,1.8161,1.7768
2000-08-09,1.79551,0.0,0.0
2000-08-08,1.79465,0.0,0.0
2000-08-07,1.79497,0.0,0.0
2000-08-04,1.79197,0.0,0.0
2000-08-03,1.79344,0.0,0.0
2000-08-02,1.79235,1.8127,1.7722
2000-08-01,1.78622,0.0,0.0
2000-07-31,1.78369,1.8041,1.7635
2000-07-28,1.78202,0.0,0.0
2000-07-27,1.78186,1.8035,1.7605
2000-07-26,1.78948,0.0,0.0
2000-07-25,1.79199,1.8135,1.7708
2000-07-24,1.79246,0.0,0.0
2000-07-21,1.79669,0.0,0.0
2000-07-20,1.79867,0.0,0.0
2000-07-19,1.80039,1.8228,1.7783
2000-07-18,1.79673,1.8168,1.7768
2000-07-17,1.79912,0.0,0.0
2000-07-14,1.80554,1.8261,1.7852
2000-07-13,1.80768,1.8296,1.786
2000-07-12,1.802,1.8222,1.782
2000-07-11,1.79951,1.8219,1.7774
2000-07-10,1.79599,1.8179,1.7743
2000-07-07,1.80024,1.8223,1.7784
2000-07-06,1.80201,0.0,0.0
2000-07-05,1.80536,0.0,0.0
2000-07-04,1.81107,1.833,1.7894
2000-07-03,1.81133,1.8319,1.791
2000-06-30,1.80727,1.8294,1.7854
2000-06-29,1.81409,1.8342,1.7942
2000-06-28,1.82096,0.0,0.0
2000-06-27,1.82254,1.8431,1.8022
2000-06-26,1.82353,0.0,0.0
2000-06-23,1.82049,1.8422,1.799
2000-06-22,1.81183,1.8326,1.7913
2000-06-21,1.80696,1.8281,1.7861
2000-06-20,1.80138,1.8236,1.7794
2000-06-19,1.80615,0.0,0.0
2000-06-16,1.80615,0.0,0.0
2000-06-15,1.81064,1.8326,1.7889
2000-06-14,1.8104,0.0,0.0
2000-06-13,1.80921,1.8312,1.7875
2000-06-12,1.80526,1.8258,1.7849
2000-06-09,1.80336,1.8256,1.7814
2000-06-08,1.80177,1.8234,1.7804
2000-06-07,1.79969,1.8199,1.7797
2000-06-06,1.79501,0.0,0.0
2000-06-05,1.79479,0.0,0.0
2000-06-02,1.80835,0.0,0.0
2000-06-01,1.82154,0.0,0.0
2000-05-31,1.826,1.8476,1.8046
2000-05-30,1.83237,0.0,0.0
2000-05-29,1.83813,1.8587,1.8178
2000-05-26,1.84279,0.0,0.0
2000-05-25,1.84841,0.0,0.0
2000-05-24,1.84841,1.8712,1.8259
2000-05-23,1.84672,0.0,0.0
2000-05-22,1.84672,1.8677,1.8259
2000-05-19,1.83754,1.86,1.8154
2000-05-18,1.83235,1.8538,1.8112
2000-05-17,1.82549,0.0,0.0
2000-05-16,1.82771,1.8487,1.807
2000-05-15,1.83971,0.0,0.0
2000-05-12,1.83096,1.8531,1.8091
2000-05-11,1.82175,1.8437,1.8
2000-05-10,1.81649,1.8388,1.7944
2000-05-09,1.80957,1.8315,1.7879
2000-05-08,1.80442,1.8253,1.7838
2000-05-05,1.80438,0.0,0.0
2000-05-04,1.81257,1.8346,1.7908
2000-05-03,1.81084,1.8314,1.7906
2000-05-02,1.80409,0.0,0.0
2000-05-01,1.80532,1.8275,1.7834
2000-04-28,1.80536,0.0,0.0
2000-04-27,1.80462,1.8266,1.7829
2000-04-26,1.79717,1.8177,1.7769
2000-04-25,1.79005,0.0,0.0
2000-04-24,1.78667,0.0,0.0
2000-04-21,1.77981,0.0,0.0
2000-04-20,1.78053,1.8009,1.7604
2000-04-19,1.77023,0.0,0.0
2000-04-18,1.77179,0.0,0.0
2000-04-17,1.7866,0.0,0.0
2000-04-14,1.77702,1.799,1.7553
2000-04-13,1.75947,0.0,0.0
2000-04-12,1.75077,0.0,0.0
2000-04-11,1.74306,1.7628,1.7235
2000-04-10,1.74138,1.7612,1.7218
2000-04-07,1.74201,0.0,0.0
2000-04-06,1.74738,1.7688,1.7262
2000-04-05,1.74835,1.77,1.727
2000-04-04,1.74422,1.7646,1.724
2000-04-03,1.73892,1.7596,1.7185
2000-03-31,1.73889,1.7598,1.7182
2000-03-30,1.74683,1.7667,1.7271
2000-03-29,1.74321,0.0,0.0
2000-03-28,1.74327,1.764,1.7228
2000-03-27,1.74093,1.7613,1.7208
2000-03-24,1.7278,0.0,0.0
2000-03-23,1.72343,0.0,0.0
2000-03-22,1.73149,0.0,0.0
2000-03-21,1.73622,1.757,1.7156
2000-03-20,1.73788,1.7573,1.7186
2000-03-17,1.73907,0.0,0.0
2000-03-16,1.73907,1.7583,1.72
2000-03-15,1.7394,0.0,0.0
2000-03-14,1.74077,1.76,1.7217
2000-03-13,1.74431,1.7643,1.7245
2000-03-10,1.74341,0.0,0.0
2000-03-09,1.74194,1.7617,1.7224
2000-03-08,1.7428,0.0,0.0
2000-03-07,1.74532,0.0,0.0
2000-03-06,1.74532,1.7657,1.7251
2000-03-03,1.74972,0.0,0.0
2000-03-02,1.75889,1.7784,1.7396
2000-03-01,1.7643,0.0,0.0
2000-02-29,1.77133,1.7917,1.7511
2000-02-28,1.77568,1.7954,1.7562
2000-02-25,1.77477,1.7957,1.7541
2000-02-24,1.77946,1.7992,1.7599
2000-02-23,1.78424,1.8047,1.764
2000-02-22,1.78278,1.8039,1.7619
2000-02-21,1.7758,0.0,0.0
2000-02-18,1.7758,0.0,0.0
2000-02-17,1.77305,1.7936,1.7527
2000-02-16,1.77498,0.0,0.0
2000-02-15,1.77526,1.7972,1.7536
2000-02-14,1.77282,1.7934,1.7525
2000-02-11,1.77011,1.7907,1.7498
2000-02-10,1.76672,1.7878,1.7458
2000-02-09,1.76689,1.7873,1.7468
2000-02-08,1.76636,0.0,0.0
2000-02-07,1.7683,0.0,0.0
2000-02-04,1.77391,1.7944,1.7537
2000-02-03,1.7844,0.0,0.0
2000-02-02,1.78654,0.0,0.0
2000-02-01,1.78711,1.8069,1.7675
2000-01-31,1.78777,0.0,0.0
2000-01-28,1.7881,1.8084,1.768
2000-01-27,1.77864,1.8002,1.7573
2000-01-26,1.7774,0.0,0.0
2000-01-25,1.77491,1.7968,1.7533
2000-01-24,1.77218,1.7931,1.7515
2000-01-21,1.77636,1.797,1.756
2000-01-20,1.78597,1.8064,1.7657
2000-01-19,1.79159,0.0,0.0
2000-01-18,1.79269,0.0,0.0
2000-01-17,1.79724,0.0,0.0
2000-01-14,1.80682,1.8291,1.7848
2000-01-13,1.8181,1.839,1.7974
2000-01-12,1.82594,0.0,0.0
2000-01-11,1.81906,1.8402,1.7982
2000-01-10,1.81932,0.0,0.0
2000-01-07,1.83283,0.0,0.0
2000-01-06,1.84476,0.0,0.0
2000-01-05,1.8499,0.0,0.0
2000-01-04,1.83504,0.0,0.0
2000-01-03,1.81065,0.0,0.0
1999-12-31,1.80674,1.8289,1.7849
1999-12-30,1.81615,0.0,0.0
1999-12-29,1.81615,1.8382,1.7944
1999-12-28,1.82802,0.0,0.0
1999-12-27,1.82813,1.8498,1.8067
1999-12-24,1.83119,0.0,0.0
1999-12-23,1.83056,1.8509,1.8104
1999-12-22,1.82528,0.0,0.0
1999-12-21,1.82163,1.844,1.7995
1999-12-20,1.81932,1.8409,1.798
1999-12-17,1.81117,1.8324,1.7902
1999-12-16,1.82493,1.8464,1.8037
1999-12-15,1.84487,0.0,0.0
1999-12-14,1.84951,1.8706,1.8287
1999-12-13,1.85265,1.8755,1.83
1999-12-10,1.8639,1.8863,1.8417
1999-12-09,1.866,0.0,0.0
1999-12-08,1.86616,1.8888,1.8438
1999-12-07,1.8865,1.9084,1.8648
1999-12-06,1.92431,0.0,0.0
1999-12-03,1.92431,0.0,0.0
1999-12-02,1.92431,0.0,0.0
1999-12-01,1.92431,0.0,0.0
1999-11-30,1.92431,0.0,0.0
1999-11-29,1.92431,0.0,0.0
1999-11-26,1.92431,1.948,1.9009
1999-11-25,1.92713,1.9504,1.9041
1999-11-24,1.92912,0.0,0.0
1999-11-23,1.93004,0.0,0.0
1999-11-22,1.9323,0.0,0.0
1999-11-19,1.93164,1.9552,1.9083
1999-11-18,1.93018,1.9522,1.9084
1999-11-17,1.93094,1.9527,1.9094
1999-11-16,1.93396,1.9569,1.9113
1999-11-15,1.9334,0.0,0.0
1999-11-12,1.93221,0.0,0.0
1999-11-11,1.93221,1.9555,1.9092
1999-11-10,1.92974,1.952,1.9077
1999-11-09,1.92933,1.9513,1.9076
1999-11-08,1.93245,0.0,0.0
1999-11-05,1.93245,0.0,0.0
1999-11-04,1.93245,0.0,0.0
1999-11-03,1.93245,1.9545,1.9107
1999-11-02,1.94231,1.9638,1.9211
1999-11-01,1.94433,0.0,0.0
1999-10-29,1.94977,1.9737,1.9262
1999-10-28,1.96319,1.9864,1.9403
1999-10-27,1.9879,2.0114,1.9647
1999-10-26,1.99385,0.0,0.0
1999-10-25,1.97979,0.0,0.0
1999-10-22,1.97485,1.9983,1.9516
1999-10-21,1.9844,2.007,1.9621
1999-10-20,1.99787,0.0,0.0
1999-10-19,2.00361,2.0282,1.9794
1999-10-18,1.97573,0.0,0.0
1999-10-15,1.93495,0.0,0.0
1999-10-14,1.93495,0.0,0.0
1999-10-13,1.93495,0.0,0.0
1999-10-12,1.93495,0.0,0.0
1999-10-11,1.93495,0.0,0.0
1999-10-08,1.93495,0.0,0.0
1999-10-07,1.93495,1.9575,1.9127
1999-10-06,1.94261,1.966,1.9195
1999-10-05,1.95586,1.9797,1.9323
1999-10-04,1.95122,0.0,0.0
1999-10-01,1.93878,0.0,0.0
1999-09-30,1.93878,0.0,0.0
1999-09-29,1.92266,0.0,0.0
1999-09-28,1.92998,0.0,0.0
1999-09-27,1.92826,1.9516,1.9052
1999-09-24,1.91106,0.0,0.0
1999-09-23,1.90531,0.0,0.0
1999-09-22,1.88629,0.0,0.0
1999-09-21,1.88629,0.0,0.0
1999-09-20,1.87829,1.9011,1.8557
1999-09-17,1.88029,1.9023,1.8585
1999-09-16,1.88362,0.0,0.0
1999-09-15,1.87965,1.9028,1.8568
1999-09-14,1.88542,1.9084,1.8627
1999-09-13,1.88829,0.0,0.0
1999-09-10,1.87059,0.0,0.0
1999-09-09,1.86717,0.0,0.0
1999-09-08,1.88219,1.9033,1.8613
1999-09-07,1.90148,0.0,0.0
1999-09-06,1.90983,1.9331,1.8869
1999-09-03,1.91031,1.9317,1.8891
1999-09-02,1.91252,1.9339,1.8913
1999-09-01,1.93316,1.9553,1.9113
1999-08-31,1.94423,0.0,0.0
1999-08-30,1.94423,1.9666,1.9221
1999-08-27,1.93104,1.9535,1.9089
1999-08-26,1.91456,1.9383,1.8912
1999-08-25,1.91965,1.9427,1.8969
1999-08-24,1.92319,1.9448,1.9018
1999-08-23,1.89873,1.9221,1.8756
1999-08-20,1.91004,1.9312,1.8891
1999-08-19,1.93401,0.0,0.0
1999-08-18,1.91049,1.9341,1.8872
1999-08-17,1.88966,1.9107,1.8689
1999-08-16,1.87968,1.9007,1.8588
1999-08-13,1.87404,0.0,0.0
1999-08-12,1.86525,1.8874,1.8434
1999-08-11,1.84251,0.0,0.0
1999-08-10,1.81797,0.0,0.0
1999-08-09,1.81797,0.0,0.0
1999-08-06,1.81797,0.0,0.0
1999-08-05,1.81797,0.0,0.0
1999-08-04,1.81797,0.0,0.0
1999-08-03,1.81797,0.0,0.0
1999-08-02,1.81797,1.8395,1.7967
1999-07-30,1.79749,0.0,0.0
1999-07-29,1.78957,1.8094,1.7699
1999-07-28,1.80251,0.0,0.0
1999-07-27,1.80251,0.0,0.0
1999-07-26,1.8209,1.8421,1.8
1999-07-23,1.81789,1.8387,1.7973
1999-07-22,1.80716,0.0,0.0
1999-07-21,1.79454,0.0,0.0
1999-07-20,1.79454,0.0,0.0
1999-07-19,1.79454,0.0,0.0
1999-07-16,1.7996,0.0,0.0
1999-07-15,1.80501,1.825,1.7852
1999-07-14,1.80976,1.8307,1.7891
1999-07-13,1.82028,1.842,1.7988
1999-07-12,1.81912,1.8418,1.7967
1999-07-09,1.79063,0.0,0.0
1999-07-08,1.79063,0.0,0.0
1999-07-07,1.77739,0.0,0.0
1999-07-06,1.77739,1.799,1.7561
1999-07-05,1.76918,0.0,0.0
1999-07-02,1.76438,1.7842,1.7448
1999-07-01,1.77956,0.0,0.0
1999-06-30,1.79676,0.0,0.0
1999-06-29,1.79676,0.0,0.0
1999-06-28,1.79676,0.0,0.0
1999-06-25,1.79676,0.0,0.0
1999-06-24,1.79676,1.8168,1.7769
1999-06-23,1.79503,1.8172,1.7731
1999-06-22,1.77954,0.0,0.0
1999-06-21,1.76653,1.7875,1.7458
1999-06-18,1.76176,1.7821,1.7416
1999-06-17,1.76668,0.0,0.0
1999-06-16,1.76668,1.7876,1.746
1999-06-15,1.77551,1.7959,1.7553
1999-06-14,1.78667,1.8072,1.7664
1999-06-11,1.77846,1.7996,1.7576
1999-06-10,1.75624,0.0,0.0
1999-06-09,1.72887,0.0,0.0
1999-06-08,1.72887,0.0,0.0
1999-06-07,1.72887,0.0,0.0
1999-06-04,1.72887,0.0,0.0
1999-06-03,1.72887,0.0,0.0
1999-06-02,1.72887,0.0,0.0
1999-06-01,1.72887,0.0,0.0
1999-05-31,1.72887,1.7492,1.7088
1999-05-28,1.72308,0.0,0.0
1999-05-27,1.72308,1.7432,1.7032
1999-05-26,1.71413,1.7352,1.6934
1999-05-25,1.72886,1.7504,1.7076
1999-05-24,1.7302,0.0,0.0
1999-05-21,1.69898,1.7178,1.6803
1999-05-20,1.69256,0.0,0.0
1999-05-19,1.67735,0.0,0.0
1999-05-18,1.66531,0.0,0.0
1999-05-17,1.66117,0.0,0.0
1999-05-14,1.65575,1.6744,1.6373
1999-05-13,1.65519,1.6749,1.6357
1999-05-12,1.65538,1.6756,1.6354
1999-05-11,1.65628,0.0,0.0
1999-05-10,1.65753,0.0,0.0
1999-05-07,1.67724,0.0,0.0
1999-05-06,1.67724,0.0,0.0
1999-05-05,1.67724,0.0,0.0
1999-05-04,1.68017,0.0,0.0
1999-05-03,1.67066,0.0,0.0
1999-04-30,1.66377,0.0,0.0
1999-04-29,1.66337,0.0,0.0
1999-04-28,1.67752,1.6977,1.6575
1999-04-27,1.69404,1.7145,1.6739
1999-04-26,1.68831,0.0,0.0
1999-04-23,1.68831,1.7072,1.6696
1999-04-22,1.69167,1.7117,1.6719
1999-04-21,1.71347,0.0,0.0
1999-04-20,1.72461,1.7454,1.7041
1999-04-19,1.69949,1.7195,1.6797
1999-04-16,1.67152,0.0,0.0
1999-04-15,1.66902,0.0,0.0
1999-04-14,1.66662,1.6873,1.6462
1999-04-13,1.66692,0.0,0.0
1999-04-12,1.68276,0.0,0.0
1999-04-09,1.70449,0.0,0.0
1999-04-08,1.71329,0.0,0.0
1999-04-07,1.72519,1.746,1.7047
1999-04-06,1.7309,1.7517,1.7103
1999-04-05,1.7298,1.7505,1.7093
1999-04-02,1.72317,0.0,0.0
1999-04-01,1.72317,0.0,0.0
1999-03-31,1.72317,1.7434,1.7032
1999-03-30,1.72476,0.0,0.0
1999-03-29,1.74691,1.7678,1.7262
1999-03-26,1.78445,0.0,0.0
1999-03-25,1.78445,1.8052,1.764
1999-03-24,1.8199,0.0,0.0
1999-03-23,1.84545,0.0,0.0
1999-03-22,1.85495,0.0,0.0
1999-03-19,1.85495,0.0,0.0
1999-03-18,1.85495,0.0,0.0
1999-03-17,1.86814,1.889,1.8475
1999-03-16,1.86889,0.0,0.0
1999-03-15,1.8764,1.8978,1.8553
1999-03-12,1.91154,0.0,0.0
1999-03-11,1.89916,0.0,0.0
1999-03-10,1.87592,1.8969,1.8551
1999-03-09,1.8797,1.9015,1.8581
1999-03-08,1.93319,1.9549,1.9118
1999-03-05,1.99226,2.0171,1.9677
1999-03-04,2.05065,0.0,0.0
1999-03-03,2.13028,2.1557,2.1051
1999-03-02,2.16526,0.0,0.0
1999-03-01,2.10419,0.0,0.0
1999-02-26,2.0456,2.0708,2.0207
1999-02-25,2.05407,2.0783,2.0301
1999-02-24,2.0244,2.0493,1.9997
1999-02-23,2.01491,0.0,0.0
1999-02-22,1.99227,2.0145,1.9703
1999-02-19,1.92034,0.0,0.0
1999-02-18,1.92034,0.0,0.0
1999-02-17,1.91064,1.932,1.8895
1999-02-16,1.9089,0.0,0.0
1999-02-15,1.9089,0.0,0.0
1999-02-12,1.9089,0.0,0.0
1999-02-11,1.9089,1.9309,1.8872
1999-02-10,1.90418,0.0,0.0
1999-02-09,1.90418,1.9253,1.8833
1999-02-08,1.89148,1.9133,1.8699
1999-02-05,1.82223,0.0,0.0
1999-02-04,1.82223,0.0,0.0
1999-02-03,1.79804,0.0,0.0
1999-02-02,1.78797,0.0,0.0
1999-02-01,1.91352,0.0,0.0
1999-01-29,2.07058,2.0954,2.0461
1999-01-28,2.00087,0.0,0.0
1999-01-27,1.91455,0.0,0.0
1999-01-26,1.87563,1.8964,1.855
1999-01-25,1.77529,0.0,0.0
1999-01-22,1.6294,0.0,0.0
1999-01-21,1.6294,0.0,0.0
1999-01-20,1.6294,1.649,1.6101
1999-01-19,1.56952,1.5879,1.5513
1999-01-18,1.50454,0.0,0.0
1999-01-15,1.43663,1.4532,1.4203
1999-01-14,1.41095,1.4273,1.3948
1999-01-13,1.31812,1.3329,1.3035
1999-01-12,1.27701,0.0,0.0
1999-01-11,1.21069,0.0,0.0
1999-01-08,1.21012,0.0,0.0
1999-01-07,1.20996,0.0,0.0
1999-01-06,1.20967,0.0,0.0
1999-01-05,1.20884,0.0,0.0
1999-01-04,1.20818,0.0,0.0
1999-01-01,1.20809,0.0,0.0
1998-12-31,1.20809,1.2228,1.1935
1998-12-30,1.20777,1.2225,1.1932
1998-12-29,1.20775,0.0,0.0
1998-12-28,1.20775,1.2217,1.194
1998-12-25,1.20746,0.0,0.0
1998-12-24,1.20746,0.0,0.0
1998-12-23,1.20746,0.0,0.0
1998-12-22,1.20725,0.0,0.0
1998-12-21,1.20679,1.2218,1.192
1998-12-18,1.20636,0.0,0.0
1998-12-17,1.20636,0.0,0.0
1998-12-16,1.20581,1.2207,1.1911
1998-12-15,1.20482,0.0,0.0
1998-12-14,1.20462,0.0,0.0
1998-12-11,1.20395,0.0,0.0
1998-12-10,1.20285,0.0,0.0
1998-12-09,1.20285,0.0,0.0
1998-12-08,1.20285,0.0,0.0
1998-12-07,1.20285,1.2174,1.1884
1998-12-04,1.20188,0.0,0.0
1998-12-03,1.20188,0.0,0.0
1998-12-02,1.20118,0.0,0.0
1998-12-01,1.20118,0.0,0.0
1998-11-30,1.20096,1.2143,1.1878
1998-11-27,1.20024,0.0,0.0
1998-11-26,1.19977,0.0,0.0
1998-11-25,1.19886,0.0,0.0
1998-11-24,1.19781,0.0,0.0
1998-11-23,1.19677,0.0,0.0
1998-11-20,1.19525,0.0,0.0
1998-11-19,1.19435,0.0,0.0
1998-11-18,1.19273,1.2065,1.1791
1998-11-17,1.19074,0.0,0.0
1998-11-16,1.19046,0.0,0.0
1998-11-13,1.19047,1.2047,1.1764
1998-11-12,1.19071,1.2053,1.1762
1998-11-11,1.19074,0.0,0.0
1998-11-10,1.19062,0.0,0.0
1998-11-09,1.18985,1.2046,1.1753
1998-11-06,1.18851,0.0,0.0
1998-11-05,1.18851,1.2018,1.1754
1998-11-04,1.18964,1.2037,1.1758
1998-11-03,1.19094,1.2052,1.1768
1998-11-02,1.19233,0.0,0.0
1998-10-30,1.19289,1.2075,1.1785
1998-10-29,1.19231,0.0,0.0
1998-10-28,1.19177,1.2053,1.1784
1998-10-27,1.19135,0.0,0.0
1998-10-26,1.19135,0.0,0.0
1998-10-23,1.19062,0.0,0.0
1998-10-22,1.19052,1.2052,1.176
1998-10-21,1.18982,1.2039,1.1759
1998-10-20,1.18922,0.0,0.0
1998-10-19,1.18861,0.0,0.0
1998-10-16,1.18826,0.0,0.0
1998-10-15,1.18826,0.0,0.0
1998-10-14,1.18827,1.202,1.1747
1998-10-13,1.18806,0.0,0.0
1998-10-12,1.18711,1.2019,1.1725
1998-10-09,1.18644,0.0,0.0
1998-10-08,1.18558,1.1994,1.1719
1998-10-07,1.18362,0.0,0.0
1998-10-06,1.18307,1.1973,1.169
1998-10-05,1.18376,1.1972,1.1704
1998-10-02,1.18423,0.0,0.0
1998-10-01,1.18331,1.1968,1.17
1998-09-30,1.18375,1.198,1.1697
1998-09-29,1.18491,0.0,0.0
1998-09-28,1.18452,1.1976,1.1716
1998-09-25,1.1839,0.0,0.0
1998-09-24,1.1839,0.0,0.0
1998-09-23,1.18326,0.0,0.0
1998-09-22,1.18343,1.1969,1.1701
1998-09-21,1.18239,0.0,0.0
1998-09-18,1.18092,1.1942,1.1678
1998-09-17,1.18024,1.1937,1.1669
1998-09-16,1.17948,1.1939,1.1652
1998-09-15,1.17961,0.0,0.0
1998-09-14,1.17919,1.1936,1.1649
1998-09-11,1.17896,0.0,0.0
1998-09-10,1.17894,1.1931,1.1649
1998-09-09,1.17896,0.0,0.0
1998-09-08,1.17796,1.1921,1.164
1998-09-07,1.17693,1.1905,1.1635
1998-09-04,1.17766,0.0,0.0
1998-09-03,1.17766,1.1907,1.1648
1998-09-02,1.17703,0.0,0.0
1998-09-01,1.17703,1.1908,1.1634
1998-08-31,1.17658,0.0,0.0
1998-08-28,1.1755,0.0,0.0
1998-08-27,1.1755,1.1886,1.1626
1998-08-26,1.17355,0.0,0.0
1998-08-25,1.173,0.0,0.0
1998-08-24,1.17462,1.1882,1.1612
1998-08-21,1.1744,0.0,0.0
1998-08-20,1.1744,0.0,0.0
1998-08-19,1.1737,0.0,0.0
1998-08-18,1.17396,1.1876,1.1605
1998-08-17,1.17304,0.0,0.0
1998-08-14,1.17163,1.1855,1.1579
1998-08-13,1.17146,1.1844,1.1587
1998-08-12,1.1711,1.1845,1.1579
1998-08-11,1.1698,0.0,0.0
1998-08-10,1.16828,0.0,0.0
1998-08-07,1.16784,1.1807,1.1551
1998-08-06,1.16804,1.1821,1.1542
1998-08-05,1.1679,1.1816,1.1544
1998-08-04,1.16677,1.181,1.1528
1998-08-03,1.16488,1.1781,1.1518
1998-07-31,1.16261,0.0,0.0
1998-07-30,1.16261,0.0,0.0
1998-07-29,1.16231,0.0,0.0
1998-07-28,1.16291,1.177,1.149
1998-07-27,1.16436,0.0,0.0
1998-07-24,1.16605,1.1801,1.1522
1998-07-23,1.16534,1.1785,1.1523
1998-07-22,1.16406,0.0,0.0
1998-07-21,1.16191,1.1748,1.1492
1998-07-20,1.16056,0.0,0.0
1998-07-17,1.16075,1.1746,1.147
1998-07-16,1.16146,1.1749,1.1482
1998-07-15,1.16162,1.1761,1.1473
1998-07-14,1.16188,0.0,0.0
1998-07-13,1.16168,0.0,0.0
1998-07-10,1.15983,1.1731,1.1467
1998-07-09,1.16075,0.0,0.0
1998-07-08,1.16087,0.0,0.0
1998-07-07,1.1596,1.1727,1.1467
