Date,Rate,High (est),Low (est)
1998-07-06,1.15791,0.0,0.0
1998-07-03,1.15684,1.1704,1.1434
1998-07-02,1.15686,1.1707,1.1432
1998-07-01,1.15673,0.0,0.0
1998-06-30,1.15673,1.1703,1.1433
1998-06-29,1.15653,1.17,1.1432
1998-06-26,1.15633,1.1696,1.1432
1998-06-25,1.156,0.0,0.0
1998-06-24,1.15562,0.0,0.0
1998-06-23,1.15531,0.0,0.0
1998-06-22,1.15488,0.0,0.0
1998-06-19,1.15499,1.1689,1.1412
1998-06-18,1.15542,0.0,0.0
1998-06-17,1.15519,1.1693,1.1413
1998-06-16,1.15481,0.0,0.0
1998-06-15,1.15464,1.1685,1.1409
1998-06-12,1.15442,0.0,0.0
1998-06-11,1.15442,1.1677,1.1413
1998-06-10,1.15387,1.1666,1.1413
1998-06-09,1.15394,0.0,0.0
1998-06-08,1.15288,0.0,0.0
1998-06-05,1.15202,1.1648,1.1394
1998-06-04,1.15165,1.1656,1.1379
1998-06-03,1.15128,0.0,0.0
1998-06-02,1.15129,1.1655,1.1372
1998-06-01,1.15088,1.164,1.1379
1998-05-29,1.15039,1.1641,1.1368
1998-05-28,1.14997,0.0,0.0
1998-05-27,1.15011,0.0,0.0
1998-05-26,1.15178,0.0,0.0
1998-05-25,1.15251,1.1658,1.1394
1998-05-22,1.1508,0.0,0.0
1998-05-21,1.1508,1.164,1.1377
1998-05-20,1.14921,0.0,0.0
1998-05-19,1.14848,0.0,0.0
1998-05-18,1.14766,1.1618,1.1337
1998-05-15,1.14657,1.1608,1.1325
1998-05-14,1.14677,1.1597,1.134
1998-05-13,1.14697,1.1602,1.1339
1998-05-12,1.14668,0.0,0.0
1998-05-11,1.14561,1.1596,1.1318
1998-05-08,1.14483,0.0,0.0
1998-05-07,1.14483,1.1588,1.1311
1998-05-06,1.14426,1.1575,1.1311
1998-05-05,1.14358,0.0,0.0
1998-05-04,1.14358,0.0,0.0
1998-05-01,1.14358,0.0,0.0
1998-04-30,1.14358,0.0,0.0
1998-04-29,1.14415,1.1568,1.1316
1998-04-28,1.14494,1.1589,1.1312
1998-04-27,1.14421,0.0,0.0
1998-04-24,1.14308,0.0,0.0
1998-04-23,1.14309,0.0,0.0
1998-04-22,1.14265,1.1561,1.1293
1998-04-21,1.14185,1.156,1.1278
1998-04-20,1.14113,1.1547,1.1278
1998-04-17,1.14085,0.0,0.0
1998-04-16,1.14085,0.0,0.0
1998-04-15,1.14049,1.1541,1.1271
1998-04-14,1.14016,1.1537,1.1268
1998-04-13,1.13959,0.0,0.0
1998-04-10,1.13906,0.0,0.0
1998-04-09,1.13906,0.0,0.0
1998-04-08,1.13906,1.152,1.1263
1998-04-07,1.13869,0.0,0.0
1998-04-06,1.13812,0.0,0.0
1998-04-03,1.13761,0.0,0.0
1998-04-02,1.13761,0.0,0.0
1998-04-01,1.13668,0.0,0.0
1998-03-31,1.13668,0.0,0.0
1998-03-30,1.13668,1.1504,1.1231
1998-03-27,1.13606,0.0,0.0
1998-03-26,1.13586,1.1498,1.1221
1998-03-25,1.13549,1.1484,1.1228
1998-03-24,1.13503,0.0,0.0
1998-03-23,1.13442,1.1476,1.1214
1998-03-20,1.13414,1.1472,1.1212
1998-03-19,1.13416,1.1477,1.1208
1998-03-18,1.13369,0.0,0.0
1998-03-17,1.13369,1.1467,1.1208
1998-03-16,1.13269,0.0,0.0
1998-03-13,1.13269,0.0,0.0
1998-03-12,1.13269,0.0,0.0
1998-03-11,1.13216,1.146,1.1185
1998-03-10,1.13171,0.0,0.0
1998-03-09,1.13171,0.0,0.0
1998-03-06,1.13103,0.0,0.0
1998-03-05,1.13103,0.0,0.0
1998-03-04,1.13103,1.1438,1.1184
1998-03-03,1.13059,0.0,0.0
1998-03-02,1.13006,0.0,0.0
1998-02-27,1.12978,0.0,0.0
1998-02-26,1.12978,1.1429,1.1168
1998-02-25,1.12936,1.1424,1.1165
1998-02-24,1.12919,1.142,1.1165
1998-02-23,1.12904,0.0,0.0
1998-02-20,1.12904,0.0,0.0
1998-02-19,1.12906,0.0,0.0
1998-02-18,1.12868,0.0,0.0
1998-02-17,1.12816,1.1418,1.1147
1998-02-16,1.12772,0.0,0.0
1998-02-13,1.12714,0.0,0.0
1998-02-12,1.12688,1.1404,1.1135
1998-02-11,1.12623,1.1401,1.1126
1998-02-10,1.12606,1.1386,1.1137
1998-02-09,1.1256,0.0,0.0
1998-02-06,1.12466,0.0,0.0
1998-02-05,1.12466,0.0,0.0
1998-02-04,1.12375,0.0,0.0
1998-02-03,1.12375,0.0,0.0
1998-02-02,1.12375,1.1377,1.11
1998-01-30,1.12314,0.0,0.0
1998-01-29,1.12309,1.1357,1.1106
1998-01-28,1.12267,0.0,0.0
1998-01-27,1.12223,1.1354,1.1092
1998-01-26,1.12168,0.0,0.0
1998-01-23,1.1207,0.0,0.0
1998-01-22,1.1207,1.1332,1.1083
1998-01-21,1.12024,1.1326,1.108
1998-01-20,1.12023,1.1339,1.1068
1998-01-19,1.12036,1.1332,1.1076
1998-01-16,1.12053,0.0,0.0
1998-01-15,1.12017,1.1331,1.1074
1998-01-14,1.11973,1.1334,1.1063
1998-01-13,1.11848,1.1316,1.1056
1998-01-12,1.11775,1.1315,1.1042
1998-01-09,1.11728,1.1303,1.1044
1998-01-08,1.11768,1.1302,1.1053
1998-01-07,1.11749,0.0,0.0
1998-01-06,1.11681,0.0,0.0
1998-01-05,1.11634,0.0,0.0
1998-01-02,1.11618,0.0,0.0
1998-01-01,1.11618,0.0,0.0
1997-12-31,1.11618,0.0,0.0
1997-12-30,1.11622,0.0,0.0
1997-12-29,1.11556,0.0,0.0
1997-12-26,1.11463,0.0,0.0
1997-12-25,1.11463,1.1272,1.1022
1997-12-24,1.11454,1.1273,1.1019
1997-12-23,1.11424,0.0,0.0
1997-12-22,1.11424,0.0,0.0
1997-12-19,1.11401,0.0,0.0
1997-12-18,1.11431,1.1271,1.1017
1997-12-17,1.11384,0.0,0.0
1997-12-16,1.11338,1.1262,1.1007
1997-12-15,1.11414,0.0,0.0
1997-12-12,1.11565,0.0,0.0
1997-12-11,1.11565,0.0,0.0
1997-12-10,1.1142,0.0,0.0
1997-12-09,1.11238,1.1246,1.1003
1997-12-08,1.11109,1.1234,1.0989
1997-12-05,1.11017,0.0,0.0
1997-12-04,1.11017,1.1228,1.0977
1997-12-03,1.11022,0.0,0.0
1997-12-02,1.10977,1.1224,1.0973
1997-12-01,1.10913,1.1217,1.0967
1997-11-28,1.10907,1.1217,1.0966
1997-11-27,1.10894,1.1215,1.0965
1997-11-26,1.10899,1.1227,1.0954
1997-11-25,1.10998,0.0,0.0
1997-11-24,1.10977,1.1224,1.0973
1997-11-21,1.10864,0.0,0.0
1997-11-20,1.10864,1.1212,1.0962
1997-11-19,1.10763,1.1211,1.0943
1997-11-18,1.10697,1.1193,1.0948
1997-11-17,1.1064,1.119,1.0939
1997-11-14,1.10733,0.0,0.0
1997-11-13,1.10768,1.121,1.0945
1997-11-12,1.10672,1.119,1.0946
1997-11-11,1.10554,1.1181,1.0931
1997-11-10,1.10512,1.1178,1.0925
1997-11-07,1.10667,0.0,0.0
1997-11-06,1.10734,1.1208,1.0941
1997-11-05,1.10553,0.0,0.0
1997-11-04,1.10366,1.117,1.0905
1997-11-03,1.10323,1.116,1.0906
1997-10-31,1.10362,0.0,0.0
1997-10-30,1.10362,1.1167,1.0907
1997-10-29,1.1041,1.1167,1.0917
1997-10-28,1.10299,1.116,1.0901
1997-10-27,1.10335,1.1156,1.0912
1997-10-24,1.10068,0.0,0.0
1997-10-23,1.10068,0.0,0.0
1997-10-22,1.10031,0.0,0.0
1997-10-21,1.10031,1.1128,1.0879
1997-10-20,1.09974,1.1121,1.0875
1997-10-17,1.09942,0.0,0.0
1997-10-16,1.09949,1.1127,1.0864
1997-10-15,1.09922,0.0,0.0
1997-10-14,1.09883,0.0,0.0
1997-10-13,1.09836,1.112,1.0849
1997-10-10,1.09826,1.1117,1.0849
1997-10-09,1.09801,1.1104,1.0858
1997-10-08,1.09759,1.1111,1.0842
1997-10-07,1.09733,1.1102,1.0846
1997-10-06,1.09698,1.1101,1.0841
1997-10-03,1.09664,1.1095,1.0839
1997-10-02,1.09666,0.0,0.0
1997-10-01,1.09653,1.1094,1.0838
1997-09-30,1.09625,1.1091,1.0835
1997-09-29,1.09585,1.1083,1.0836
1997-09-26,1.09564,1.1088,1.0826
1997-09-25,1.09547,0.0,0.0
1997-09-24,1.09499,0.0,0.0
1997-09-23,1.09499,1.1075,1.0826
1997-09-22,1.09465,1.1068,1.0826
1997-09-19,1.09422,1.1077,1.0809
1997-09-18,1.09386,1.106,1.0819
1997-09-17,1.09365,0.0,0.0
1997-09-16,1.09318,1.1058,1.0807
1997-09-15,1.09253,0.0,0.0
1997-09-12,1.09203,0.0,0.0
1997-09-11,1.09203,1.1052,1.079
1997-09-10,1.09168,1.1047,1.0788
1997-09-09,1.09114,0.0,0.0
1997-09-08,1.09098,0.0,0.0
1997-09-05,1.09167,1.1049,1.0786
1997-09-04,1.09251,0.0,0.0
1997-09-03,1.09224,0.0,0.0
1997-09-02,1.09215,1.1047,1.0797
1997-09-01,1.09183,1.1048,1.079
1997-08-29,1.09177,1.1051,1.0786
1997-08-28,1.09176,1.1048,1.0789
1997-08-27,1.09161,1.104,1.0793
1997-08-26,1.09198,1.1047,1.0794
1997-08-25,1.09212,0.0,0.0
1997-08-22,1.09212,1.1047,1.0797
1997-08-21,1.09066,1.1033,1.0781
1997-08-20,1.08878,0.0,0.0
1997-08-19,1.08878,0.0,0.0
1997-08-18,1.08832,0.0,0.0
1997-08-15,1.08744,1.0996,1.0754
1997-08-14,1.08692,0.0,0.0
1997-08-13,1.08596,0.0,0.0
1997-08-12,1.08574,0.0,0.0
1997-08-11,1.08546,0.0,0.0
1997-08-08,1.08546,1.098,1.0731
1997-08-07,1.08525,1.0976,1.0731
1997-08-06,1.08464,0.0,0.0
1997-08-05,1.08406,1.0966,1.0716
1997-08-04,1.08368,1.0969,1.0706
1997-08-01,1.08306,0.0,0.0
1997-07-31,1.08306,1.0959,1.0704
1997-07-30,1.08296,0.0,0.0
1997-07-29,1.08296,0.0,0.0
1997-07-28,1.08256,1.0945,1.0707
1997-07-25,1.08192,0.0,0.0
1997-07-24,1.08192,0.0,0.0
1997-07-23,1.08162,0.0,0.0
1997-07-22,1.08162,1.0943,1.0691
1997-07-21,1.08119,1.094,1.0686
1997-07-18,1.08107,1.094,1.0683
1997-07-17,1.08098,1.0935,1.0686
1997-07-16,1.08053,0.0,0.0
1997-07-15,1.08053,1.0928,1.0684
1997-07-14,1.08025,1.0924,1.0683
1997-07-11,1.07973,0.0,0.0
1997-07-10,1.07973,0.0,0.0
1997-07-09,1.07938,0.0,0.0
1997-07-08,1.07892,1.0916,1.0664
1997-07-07,1.07775,1.0898,1.0659
1997-07-04,1.07746,0.0,0.0
1997-07-03,1.07746,0.0,0.0
1997-07-02,1.07728,0.0,0.0
1997-07-01,1.07694,0.0,0.0
1997-06-30,1.07658,0.0,0.0
1997-06-27,1.07661,1.0899,1.0635
1997-06-26,1.07679,1.0902,1.0635
1997-06-25,1.07647,0.0,0.0
1997-06-24,1.07647,1.0897,1.0634
1997-06-23,1.07632,1.0894,1.0633
1997-06-20,1.07649,1.0893,1.0639
1997-06-19,1.07685,0.0,0.0
1997-06-18,1.07522,1.0886,1.062
1997-06-17,1.07438,1.0877,1.0612
1997-06-16,1.07413,1.0865,1.0619
1997-06-13,1.07456,1.0879,1.0614
1997-06-12,1.07409,1.0872,1.0612
1997-06-11,1.07343,0.0,0.0
1997-06-10,1.07285,0.0,0.0
1997-06-09,1.07249,1.0851,1.06
1997-06-06,1.07234,1.0845,1.0603
1997-06-05,1.07236,0.0,0.0
1997-06-04,1.07236,1.0852,1.0596
1997-06-03,1.07185,1.084,1.0598
1997-06-02,1.0708,0.0,0.0
1997-05-30,1.07068,1.0826,1.0589
1997-05-29,1.07233,1.0855,1.0594
1997-05-28,1.07394,1.0862,1.0618
1997-05-27,1.07315,0.0,0.0
1997-05-26,1.07191,0.0,0.0
1997-05-23,1.07191,1.0845,1.0594
1997-05-22,1.07037,1.0829,1.058
1997-05-21,1.06937,1.0824,1.0565
1997-05-20,1.06837,0.0,0.0
1997-05-19,1.06765,0.0,0.0
1997-05-16,1.06717,1.0802,1.0543
1997-05-15,1.06734,0.0,0.0
1997-05-14,1.06759,0.0,0.0
1997-05-13,1.06779,1.08,1.0557
1997-05-12,1.06699,1.0788,1.0553
1997-05-09,1.06553,0.0,0.0
1997-05-08,1.06553,0.0,0.0
1997-05-07,1.06484,0.0,0.0
1997-05-06,1.06479,1.0766,1.0531
1997-05-05,1.06442,1.0771,1.0519
1997-05-02,1.06391,0.0,0.0
1997-05-01,1.06391,0.0,0.0
1997-04-30,1.06356,1.0763,1.051
1997-04-29,1.06327,0.0,0.0
1997-04-28,1.06275,0.0,0.0
1997-04-25,1.06257,1.0758,1.0495
1997-04-24,1.06277,0.0,0.0
1997-04-23,1.06277,1.0759,1.0498
1997-04-22,1.06282,0.0,0.0
1997-04-21,1.06256,1.0757,1.0496
1997-04-18,1.06207,0.0,0.0
1997-04-17,1.06145,1.0744,1.0487
1997-04-16,1.06092,0.0,0.0
1997-04-15,1.06057,0.0,0.0
1997-04-14,1.0598,1.0723,1.0474
1997-04-11,1.05887,0.0,0.0
1997-04-10,1.05887,0.0,0.0
1997-04-09,1.05838,0.0,0.0
1997-04-08,1.05838,0.0,0.0
1997-04-07,1.05816,0.0,0.0
1997-04-04,1.05806,0.0,0.0
1997-04-03,1.05806,1.0704,1.0459
1997-04-02,1.05851,1.071,1.0461
1997-04-01,1.05921,0.0,0.0
1997-03-31,1.05886,0.0,0.0
1997-03-28,1.0595,0.0,0.0
1997-03-27,1.0595,0.0,0.0
1997-03-26,1.0595,0.0,0.0
1997-03-25,1.06076,0.0,0.0
1997-03-24,1.0612,0.0,0.0
1997-03-21,1.06139,1.074,1.049
1997-03-20,1.06098,1.0738,1.0483
1997-03-19,1.06052,0.0,0.0
1997-03-18,1.06026,1.0733,1.0474
1997-03-17,1.05933,0.0,0.0
1997-03-14,1.05713,1.0695,1.0449
1997-03-13,1.05528,1.0677,1.043
1997-03-12,1.05499,1.0676,1.0426
1997-03-11,1.05375,1.0654,1.0423
1997-03-10,1.05315,0.0,0.0
1997-03-07,1.05264,1.0655,1.04
1997-03-06,1.05266,1.0646,1.0409
1997-03-05,1.05256,1.0654,1.0399
1997-03-04,1.0521,1.0646,1.0398
1997-03-03,1.05125,0.0,0.0
1997-02-28,1.05104,0.0,0.0
1997-02-27,1.05104,1.0639,1.0383
1997-02-26,1.05117,1.0641,1.0384
1997-02-25,1.05108,1.0634,1.0389
1997-02-24,1.05048,1.063,1.0381
1997-02-21,1.05026,0.0,0.0
1997-02-20,1.05038,0.0,0.0
1997-02-19,1.05016,1.0621,1.0384
1997-02-18,1.04971,0.0,0.0
1997-02-17,1.04914,1.0616,1.0368
1997-02-14,1.04893,0.0,0.0
1997-02-13,1.04893,0.0,0.0
1997-02-12,1.04794,0.0,0.0
1997-02-11,1.04733,0.0,0.0
1997-02-10,1.04733,0.0,0.0
1997-02-07,1.04733,0.0,0.0
1997-02-06,1.04737,1.0594,1.0355
1997-02-05,1.04676,1.0591,1.0346
1997-02-04,1.04642,1.0593,1.0337
1997-02-03,1.04586,0.0,0.0
1997-01-31,1.04562,0.0,0.0
1997-01-30,1.04562,1.0585,1.0329
1997-01-29,1.04499,0.0,0.0
1997-01-28,1.04499,0.0,0.0
1997-01-27,1.04419,0.0,0.0
1997-01-24,1.04358,0.0,0.0
1997-01-23,1.04358,0.0,0.0
1997-01-22,1.04325,0.0,0.0
1997-01-21,1.04325,1.0548,1.0318
1997-01-20,1.0432,0.0,0.0
1997-01-17,1.04339,0.0,0.0
1997-01-16,1.04339,1.0554,1.0315
1997-01-15,1.04281,1.0554,1.0303
1997-01-14,1.04199,0.0,0.0
1997-01-13,1.04145,0.0,0.0
1997-01-10,1.04097,0.0,0.0
1997-01-09,1.04097,1.0531,1.029
1997-01-08,1.04091,0.0,0.0
1997-01-07,1.04045,1.0521,1.0289
1997-01-06,1.03989,0.0,0.0
1997-01-03,1.03933,0.0,0.0
1997-01-02,1.03933,1.0512,1.0276
1997-01-01,1.03913,1.052,1.0264
1996-12-31,1.03922,0.0,0.0
1996-12-30,1.03922,1.0513,1.0273
1996-12-27,1.03916,0.0,0.0
1996-12-26,1.03916,0.0,0.0
1996-12-25,1.0388,1.0506,1.0272
1996-12-24,1.0389,0.0,0.0
1996-12-23,1.0389,0.0,0.0
1996-12-20,1.03818,0.0,0.0
1996-12-19,1.03818,0.0,0.0
1996-12-18,1.0391,0.0,0.0
1996-12-17,1.0391,0.0,0.0
1996-12-16,1.03973,0.0,0.0
1996-12-13,1.03783,0.0,0.0
1996-12-12,1.03783,0.0,0.0
1996-12-11,1.03717,1.0488,1.0257
1996-12-10,1.03653,0.0,0.0
1996-12-09,1.03554,0.0,0.0
1996-12-06,1.03462,0.0,0.0
1996-12-05,1.03462,0.0,0.0
1996-12-04,1.0341,0.0,0.0
1996-12-03,1.03314,0.0,0.0
1996-12-02,1.03268,0.0,0.0
1996-11-29,1.03268,0.0,0.0
1996-11-28,1.03268,0.0,0.0
1996-11-27,1.0323,0.0,0.0
1996-11-26,1.03189,1.0438,1.0201
1996-11-25,1.03127,0.0,0.0
1996-11-22,1.03064,0.0,0.0
1996-11-21,1.03064,1.0429,1.0185
1996-11-20,1.03054,0.0,0.0
1996-11-19,1.03015,1.0417,1.0187
1996-11-18,1.02982,0.0,0.0
1996-11-15,1.02994,0.0,0.0
1996-11-14,1.02994,0.0,0.0
1996-11-13,1.03068,0.0,0.0
1996-11-12,1.03068,1.0422,1.0193
1996-11-11,1.0306,1.0425,1.0189
1996-11-08,1.029,0.0,0.0
1996-11-07,1.029,0.0,0.0
1996-11-06,1.0281,1.0397,1.0166
1996-11-05,1.02764,0.0,0.0
1996-11-04,1.02764,1.0395,1.0159
1996-11-01,1.02762,0.0,0.0
1996-10-31,1.02762,0.0,0.0
1996-10-30,1.02742,0.0,0.0
1996-10-29,1.02757,0.0,0.0
1996-10-28,1.02764,0.0,0.0
1996-10-25,1.0267,0.0,0.0
1996-10-24,1.0267,1.039,1.0145
1996-10-23,1.02627,0.0,0.0
1996-10-22,1.02656,1.0391,1.0141
1996-10-21,1.02476,0.0,0.0
1996-10-18,1.02476,1.0376,1.0121
1996-10-17,1.02478,0.0,0.0
1996-10-16,1.02482,1.0363,1.0135
1996-10-15,1.02458,0.0,0.0
1996-10-14,1.02467,0.0,0.0
1996-10-11,1.02491,1.0364,1.0135
1996-10-10,1.02386,1.0366,1.0113
1996-10-09,1.02239,1.0344,1.0105
1996-10-08,1.02224,1.0336,1.011
1996-10-07,1.02208,1.0344,1.0099
1996-10-04,1.02146,0.0,0.0
1996-10-03,1.02117,1.0331,1.0094
1996-10-02,1.02126,1.0328,1.0099
1996-10-01,1.02113,1.0328,1.0096
1996-09-30,1.02085,1.0323,1.0095
1996-09-27,1.02045,1.0324,1.0087
1996-09-26,1.02016,1.0319,1.0086
1996-09-25,1.01995,1.0315,1.0085
1996-09-24,1.01974,1.0314,1.0082
1996-09-23,1.01973,1.0312,1.0084
1996-09-20,1.01946,1.0316,1.0074
1996-09-19,1.01924,0.0,0.0
1996-09-18,1.01923,1.0309,1.0077
1996-09-17,1.01899,1.0313,1.0068
1996-09-16,1.01907,0.0,0.0
1996-09-13,1.01907,0.0,0.0
1996-09-12,1.01907,0.0,0.0
1996-09-11,1.01899,0.0,0.0
1996-09-10,1.01944,0.0,0.0
1996-09-09,1.01837,1.03,1.0069
